pathways	symbol	type
Arginine biosynthesis	NOS3	Amino acid metabolism
Arginine biosynthesis	GLS2	Amino acid metabolism
Arginine biosynthesis	GLS	Amino acid metabolism
Arginine biosynthesis	GLUL	Amino acid metabolism
Arginine biosynthesis	GLUD2	Amino acid metabolism
Arginine biosynthesis	GLUD1	Amino acid metabolism
Arginine biosynthesis	CPS1	Amino acid metabolism
Arginine biosynthesis	GOT1	Amino acid metabolism
Arginine biosynthesis	GOT1L1	Amino acid metabolism
Arginine biosynthesis	GOT2	Amino acid metabolism
Arginine biosynthesis	GPT2	Amino acid metabolism
Arginine biosynthesis	GPT	Amino acid metabolism
Arginine biosynthesis	NAGS	Amino acid metabolism
Arginine biosynthesis	ACY1	Amino acid metabolism
Arginine biosynthesis	ABHD14A-ACY1	Amino acid metabolism
Arginine and proline metabolism	GATM	Amino acid metabolism
Arginine and proline metabolism	GAMT	Amino acid metabolism
Arginine and proline metabolism	CKM	Amino acid metabolism
Arginine and proline metabolism	CKMT1A	Amino acid metabolism
Arginine and proline metabolism	CKMT2	Amino acid metabolism
Arginine and proline metabolism	CKB	Amino acid metabolism
Arginine and proline metabolism	CKMT1B	Amino acid metabolism
Arginine and proline metabolism	AZIN2	Amino acid metabolism
Arginine and proline metabolism	AGMAT	Amino acid metabolism
Arginine and proline metabolism	ODC1	Amino acid metabolism
Arginine and proline metabolism	SRM	Amino acid metabolism
Arginine and proline metabolism	SMS	Amino acid metabolism
Arginine and proline metabolism	AMD1	Amino acid metabolism
Arginine and proline metabolism	AOC1	Amino acid metabolism
Arginine and proline metabolism	SMOX	Amino acid metabolism
Arginine and proline metabolism	ALDH2	Amino acid metabolism
Arginine and proline metabolism	ALDH3A2	Amino acid metabolism
Arginine and proline metabolism	ALDH1B1	Amino acid metabolism
Arginine and proline metabolism	ALDH7A1	Amino acid metabolism
Arginine and proline metabolism	ALDH9A1	Amino acid metabolism
Arginine and proline metabolism	CNDP1	Amino acid metabolism
Arginine and proline metabolism	CNDP2	Amino acid metabolism
Arginine and proline metabolism	CARNS1	Amino acid metabolism
Arginine and proline metabolism	SAT2	Amino acid metabolism
Arginine and proline metabolism	SAT1	Amino acid metabolism
Arginine and proline metabolism	MAOB	Amino acid metabolism
Arginine and proline metabolism	MAOA	Amino acid metabolism
Arginine and proline metabolism	NOS1	Amino acid metabolism
Arginine and proline metabolism	NOS2	Amino acid metabolism
Arginine and proline metabolism	NOS3	Amino acid metabolism
Arginine and proline metabolism	ARG2	Amino acid metabolism
Arginine and proline metabolism	ARG1	Amino acid metabolism
Arginine and proline metabolism	OAT	Amino acid metabolism
Arginine and proline metabolism	PYCR3	Amino acid metabolism
Arginine and proline metabolism	PYCR2	Amino acid metabolism
Arginine and proline metabolism	PYCR1	Amino acid metabolism
Arginine and proline metabolism	PRODH	Amino acid metabolism
Arginine and proline metabolism	ALDH4A1	Amino acid metabolism
Arginine and proline metabolism	ALDH18A1	Amino acid metabolism
Arginine and proline metabolism	LAP3	Amino acid metabolism
Arginine and proline metabolism	P4HA2	Amino acid metabolism
Arginine and proline metabolism	P4HA3	Amino acid metabolism
Arginine and proline metabolism	P4HA1	Amino acid metabolism
Arginine and proline metabolism	PRODH2	Amino acid metabolism
Arginine and proline metabolism	GOT1	Amino acid metabolism
Arginine and proline metabolism	GOT1L1	Amino acid metabolism
Arginine and proline metabolism	GOT2	Amino acid metabolism
Arginine and proline metabolism	HOGA1	Amino acid metabolism
Arginine and proline metabolism	DAO	Amino acid metabolism
Arginine and proline metabolism	L3HYPDH	Amino acid metabolism
Histidine metabolism	HAL	Amino acid metabolism
Histidine metabolism	UROC1	Amino acid metabolism
Histidine metabolism	AMDHD1	Amino acid metabolism
Histidine metabolism	FTCD	Amino acid metabolism
Histidine metabolism	HDC	Amino acid metabolism
Histidine metabolism	AOC1	Amino acid metabolism
Histidine metabolism	ALDH2	Amino acid metabolism
Histidine metabolism	ALDH3A2	Amino acid metabolism
Histidine metabolism	ALDH1B1	Amino acid metabolism
Histidine metabolism	ALDH7A1	Amino acid metabolism
Histidine metabolism	ALDH9A1	Amino acid metabolism
Histidine metabolism	ASPA	Amino acid metabolism
Histidine metabolism	HNMT	Amino acid metabolism
Histidine metabolism	MAOB	Amino acid metabolism
Histidine metabolism	MAOA	Amino acid metabolism
Histidine metabolism	ALDH3B1	Amino acid metabolism
Histidine metabolism	ALDH3B2	Amino acid metabolism
Histidine metabolism	ALDH3A1	Amino acid metabolism
Histidine metabolism	CARNS1	Amino acid metabolism
Histidine metabolism	CARNMT1	Amino acid metabolism
Histidine metabolism	CNDP2	Amino acid metabolism
Histidine metabolism	CNDP1	Amino acid metabolism
Tyrosine metabolism	GOT1	Amino acid metabolism
Tyrosine metabolism	GOT1L1	Amino acid metabolism
Tyrosine metabolism	GOT2	Amino acid metabolism
Tyrosine metabolism	TAT	Amino acid metabolism
Tyrosine metabolism	IL4I1	Amino acid metabolism
Tyrosine metabolism	HPD	Amino acid metabolism
Tyrosine metabolism	HGD	Amino acid metabolism
Tyrosine metabolism	GSTZ1	Amino acid metabolism
Tyrosine metabolism	FAH	Amino acid metabolism
Tyrosine metabolism	TYR	Amino acid metabolism
Tyrosine metabolism	TH	Amino acid metabolism
Tyrosine metabolism	DCT	Amino acid metabolism
Tyrosine metabolism	TYRP1	Amino acid metabolism
Tyrosine metabolism	DDC	Amino acid metabolism
Tyrosine metabolism	DBH	Amino acid metabolism
Tyrosine metabolism	PNMT	Amino acid metabolism
Tyrosine metabolism	COMT	Amino acid metabolism
Tyrosine metabolism	LRTOMT	Amino acid metabolism
Tyrosine metabolism	MAOB	Amino acid metabolism
Tyrosine metabolism	MAOA	Amino acid metabolism
Tyrosine metabolism	AOC3	Amino acid metabolism
Tyrosine metabolism	AOC2	Amino acid metabolism
Tyrosine metabolism	ALDH3B1	Amino acid metabolism
Tyrosine metabolism	ALDH3B2	Amino acid metabolism
Tyrosine metabolism	ALDH3A1	Amino acid metabolism
Tyrosine metabolism	ADH1A	Amino acid metabolism
Tyrosine metabolism	ADH1B	Amino acid metabolism
Tyrosine metabolism	ADH1C	Amino acid metabolism
Tyrosine metabolism	ADH7	Amino acid metabolism
Tyrosine metabolism	ADH4	Amino acid metabolism
Tyrosine metabolism	ADH5	Amino acid metabolism
Tyrosine metabolism	ADH6	Amino acid metabolism
Tyrosine metabolism	TPO	Amino acid metabolism
Tyrosine metabolism	AOX1	Amino acid metabolism
Tyrosine metabolism	FAHD1	Amino acid metabolism
Tyrosine metabolism	MIF	Amino acid metabolism
Phenylalanine metabolism	PAH	Amino acid metabolism
Phenylalanine metabolism	DDC	Amino acid metabolism
Phenylalanine metabolism	AOC3	Amino acid metabolism
Phenylalanine metabolism	AOC2	Amino acid metabolism
Phenylalanine metabolism	MAOB	Amino acid metabolism
Phenylalanine metabolism	MAOA	Amino acid metabolism
Phenylalanine metabolism	ALDH3B1	Amino acid metabolism
Phenylalanine metabolism	ALDH3B2	Amino acid metabolism
Phenylalanine metabolism	ALDH3A1	Amino acid metabolism
Phenylalanine metabolism	GOT1	Amino acid metabolism
Phenylalanine metabolism	GOT1L1	Amino acid metabolism
Phenylalanine metabolism	GOT2	Amino acid metabolism
Phenylalanine metabolism	TAT	Amino acid metabolism
Phenylalanine metabolism	IL4I1	Amino acid metabolism
Phenylalanine metabolism	HPD	Amino acid metabolism
Phenylalanine metabolism	MIF	Amino acid metabolism
Tryptophan metabolism	TDO2	Amino acid metabolism
Tryptophan metabolism	IDO1	Amino acid metabolism
Tryptophan metabolism	IDO2	Amino acid metabolism
Tryptophan metabolism	AFMID	Amino acid metabolism
Tryptophan metabolism	KMO	Amino acid metabolism
Tryptophan metabolism	KYNU	Amino acid metabolism
Tryptophan metabolism	HAAO	Amino acid metabolism
Tryptophan metabolism	ACMSD	Amino acid metabolism
Tryptophan metabolism	ALDH8A1	Amino acid metabolism
Tryptophan metabolism	DHTKD1	Amino acid metabolism
Tryptophan metabolism	DLST	Amino acid metabolism
Tryptophan metabolism	DLD	Amino acid metabolism
Tryptophan metabolism	GCDH	Amino acid metabolism
Tryptophan metabolism	HADHA	Amino acid metabolism
Tryptophan metabolism	EHHADH	Amino acid metabolism
Tryptophan metabolism	ECHS1	Amino acid metabolism
Tryptophan metabolism	HADH	Amino acid metabolism
Tryptophan metabolism	ACAT2	Amino acid metabolism
Tryptophan metabolism	ACAT1	Amino acid metabolism
Tryptophan metabolism	KYAT3	Amino acid metabolism
Tryptophan metabolism	KYAT1	Amino acid metabolism
Tryptophan metabolism	AADAT	Amino acid metabolism
Tryptophan metabolism	TPH2	Amino acid metabolism
Tryptophan metabolism	TPH1	Amino acid metabolism
Tryptophan metabolism	DDC	Amino acid metabolism
Tryptophan metabolism	MAOB	Amino acid metabolism
Tryptophan metabolism	MAOA	Amino acid metabolism
Tryptophan metabolism	ALDH2	Amino acid metabolism
Tryptophan metabolism	ALDH3A2	Amino acid metabolism
Tryptophan metabolism	ALDH1B1	Amino acid metabolism
Tryptophan metabolism	ALDH7A1	Amino acid metabolism
Tryptophan metabolism	ALDH9A1	Amino acid metabolism
Tryptophan metabolism	AOX1	Amino acid metabolism
Tryptophan metabolism	ASMT	Amino acid metabolism
Tryptophan metabolism	AANAT	Amino acid metabolism
Tryptophan metabolism	CYP1A1	Amino acid metabolism
Tryptophan metabolism	CYP1A2	Amino acid metabolism
Tryptophan metabolism	CYP1B1	Amino acid metabolism
Tryptophan metabolism	INMT	Amino acid metabolism
Tryptophan metabolism	IL4I1	Amino acid metabolism
Tryptophan metabolism	AOC1	Amino acid metabolism
Tryptophan metabolism	CAT	Amino acid metabolism
Phenylalanine, tyrosine and tryptophan biosynthesis	GOT1	Amino acid metabolism
Phenylalanine, tyrosine and tryptophan biosynthesis	GOT1L1	Amino acid metabolism
Phenylalanine, tyrosine and tryptophan biosynthesis	GOT2	Amino acid metabolism
Phenylalanine, tyrosine and tryptophan biosynthesis	TAT	Amino acid metabolism
Phenylalanine, tyrosine and tryptophan biosynthesis	IL4I1	Amino acid metabolism
Phenylalanine, tyrosine and tryptophan biosynthesis	PAH	Amino acid metabolism
beta-Alanine metabolism	GADL1	Metabolism of other amino acids
beta-Alanine metabolism	CSAD	Metabolism of other amino acids
beta-Alanine metabolism	GAD1	Metabolism of other amino acids
beta-Alanine metabolism	GAD2	Metabolism of other amino acids
beta-Alanine metabolism	CNDP1	Metabolism of other amino acids
beta-Alanine metabolism	CARNS1	Metabolism of other amino acids
beta-Alanine metabolism	CNDP2	Metabolism of other amino acids
beta-Alanine metabolism	ABAT	Metabolism of other amino acids
beta-Alanine metabolism	SMOX	Metabolism of other amino acids
beta-Alanine metabolism	AOC3	Metabolism of other amino acids
beta-Alanine metabolism	AOC2	Metabolism of other amino acids
beta-Alanine metabolism	ALDH2	Metabolism of other amino acids
beta-Alanine metabolism	ALDH3A2	Metabolism of other amino acids
beta-Alanine metabolism	ALDH1B1	Metabolism of other amino acids
beta-Alanine metabolism	ALDH7A1	Metabolism of other amino acids
beta-Alanine metabolism	ALDH9A1	Metabolism of other amino acids
beta-Alanine metabolism	ALDH3B1	Metabolism of other amino acids
beta-Alanine metabolism	ALDH3B2	Metabolism of other amino acids
beta-Alanine metabolism	ALDH3A1	Metabolism of other amino acids
beta-Alanine metabolism	DPYD	Metabolism of other amino acids
beta-Alanine metabolism	DPYS	Metabolism of other amino acids
beta-Alanine metabolism	UPB1	Metabolism of other amino acids
beta-Alanine metabolism	HIBCH	Metabolism of other amino acids
beta-Alanine metabolism	HADHA	Metabolism of other amino acids
beta-Alanine metabolism	EHHADH	Metabolism of other amino acids
beta-Alanine metabolism	ECHS1	Metabolism of other amino acids
beta-Alanine metabolism	ACADS	Metabolism of other amino acids
beta-Alanine metabolism	ACOX3	Metabolism of other amino acids
beta-Alanine metabolism	ACOX1	Metabolism of other amino acids
beta-Alanine metabolism	MLYCD	Metabolism of other amino acids
beta-Alanine metabolism	ALDH6A1	Metabolism of other amino acids
Taurine and hypotaurine metabolism	CDO1	Metabolism of other amino acids
Taurine and hypotaurine metabolism	GAD1	Metabolism of other amino acids
Taurine and hypotaurine metabolism	GAD2	Metabolism of other amino acids
Taurine and hypotaurine metabolism	GADL1	Metabolism of other amino acids
Taurine and hypotaurine metabolism	CSAD	Metabolism of other amino acids
Taurine and hypotaurine metabolism	ADO	Metabolism of other amino acids
Taurine and hypotaurine metabolism	FMO1	Metabolism of other amino acids
Taurine and hypotaurine metabolism	FMO2	Metabolism of other amino acids
Taurine and hypotaurine metabolism	FMO5	Metabolism of other amino acids
Taurine and hypotaurine metabolism	FMO3	Metabolism of other amino acids
Taurine and hypotaurine metabolism	FMO4	Metabolism of other amino acids
Taurine and hypotaurine metabolism	GGT7	Metabolism of other amino acids
Taurine and hypotaurine metabolism	GGT6	Metabolism of other amino acids
Taurine and hypotaurine metabolism	GGT1	Metabolism of other amino acids
Taurine and hypotaurine metabolism	GGT5	Metabolism of other amino acids
Taurine and hypotaurine metabolism	BAAT	Metabolism of other amino acids
Phosphonate and phosphinate metabolism	PCYT2	Metabolism of other amino acids
Phosphonate and phosphinate metabolism	SELENOI	Metabolism of other amino acids
Phosphonate and phosphinate metabolism	CEPT1	Metabolism of other amino acids
Phosphonate and phosphinate metabolism	PCYT1B	Metabolism of other amino acids
Phosphonate and phosphinate metabolism	PCYT1A	Metabolism of other amino acids
Phosphonate and phosphinate metabolism	CHPT1	Metabolism of other amino acids
Selenocompound metabolism	KYAT3	Metabolism of other amino acids
Selenocompound metabolism	KYAT1	Metabolism of other amino acids
Selenocompound metabolism	MTR	Metabolism of other amino acids
Selenocompound metabolism	CTH	Metabolism of other amino acids
Selenocompound metabolism	SCLY	Metabolism of other amino acids
Selenocompound metabolism	TXNRD1	Metabolism of other amino acids
Selenocompound metabolism	TXNRD3	Metabolism of other amino acids
Selenocompound metabolism	TXNRD2	Metabolism of other amino acids
Selenocompound metabolism	INMT	Metabolism of other amino acids
Selenocompound metabolism	PAPSS2	Metabolism of other amino acids
Selenocompound metabolism	PAPSS1	Metabolism of other amino acids
Selenocompound metabolism	SEPHS2	Metabolism of other amino acids
Selenocompound metabolism	SEPHS1	Metabolism of other amino acids
Selenocompound metabolism	PSTK	Metabolism of other amino acids
Selenocompound metabolism	SEPSECS	Metabolism of other amino acids
Selenocompound metabolism	MARS1	Metabolism of other amino acids
Selenocompound metabolism	MARS2	Metabolism of other amino acids
D-Amino acid metabolism	GLS2	Metabolism of other amino acids
D-Amino acid metabolism	GLS	Metabolism of other amino acids
D-Amino acid metabolism	DGLUCY	Metabolism of other amino acids
D-Amino acid metabolism	DDO	Metabolism of other amino acids
D-Amino acid metabolism	SRR	Metabolism of other amino acids
D-Amino acid metabolism	DAO	Metabolism of other amino acids
Glutathione metabolism	GGT7	Metabolism of other amino acids
Glutathione metabolism	GGT6	Metabolism of other amino acids
Glutathione metabolism	GGT1	Metabolism of other amino acids
Glutathione metabolism	GGT5	Metabolism of other amino acids
Glutathione metabolism	GGCT	Metabolism of other amino acids
Glutathione metabolism	CHAC1	Metabolism of other amino acids
Glutathione metabolism	CHAC2	Metabolism of other amino acids
Glutathione metabolism	OPLAH	Metabolism of other amino acids
Glutathione metabolism	GCLC	Metabolism of other amino acids
Glutathione metabolism	GCLM	Metabolism of other amino acids
Glutathione metabolism	GSS	Metabolism of other amino acids
Glutathione metabolism	LAP3	Metabolism of other amino acids
Glutathione metabolism	ANPEP	Metabolism of other amino acids
Glutathione metabolism	GSTA5	Metabolism of other amino acids
Glutathione metabolism	GSTA2	Metabolism of other amino acids
Glutathione metabolism	GSTA4	Metabolism of other amino acids
Glutathione metabolism	GSTO2	Metabolism of other amino acids
Glutathione metabolism	GSTM4	Metabolism of other amino acids
Glutathione metabolism	GSTT2	Metabolism of other amino acids
Glutathione metabolism	GSTT1	Metabolism of other amino acids
Glutathione metabolism	GSTM3	Metabolism of other amino acids
Glutathione metabolism	MGST1	Metabolism of other amino acids
Glutathione metabolism	MGST3	Metabolism of other amino acids
Glutathione metabolism	GSTM1	Metabolism of other amino acids
Glutathione metabolism	GSTM5	Metabolism of other amino acids
Glutathione metabolism	MGST2	Metabolism of other amino acids
Glutathione metabolism	GSTA1	Metabolism of other amino acids
Glutathione metabolism	GSTM2	Metabolism of other amino acids
Glutathione metabolism	GSTA3	Metabolism of other amino acids
Glutathione metabolism	GSTO1	Metabolism of other amino acids
Glutathione metabolism	GSTT2B	Metabolism of other amino acids
Glutathione metabolism	GSTP1	Metabolism of other amino acids
Glutathione metabolism	GSTK1	Metabolism of other amino acids
Glutathione metabolism	HPGDS	Metabolism of other amino acids
Glutathione metabolism	LANCL1	Metabolism of other amino acids
Glutathione metabolism	NAT8	Metabolism of other amino acids
Glutathione metabolism	GSR	Metabolism of other amino acids
Glutathione metabolism	IDH1	Metabolism of other amino acids
Glutathione metabolism	IDH2	Metabolism of other amino acids
Glutathione metabolism	PGD	Metabolism of other amino acids
Glutathione metabolism	G6PD	Metabolism of other amino acids
Glutathione metabolism	TXNDC12	Metabolism of other amino acids
Glutathione metabolism	GPX4	Metabolism of other amino acids
Glutathione metabolism	GPX6	Metabolism of other amino acids
Glutathione metabolism	GPX7	Metabolism of other amino acids
Glutathione metabolism	GPX2	Metabolism of other amino acids
Glutathione metabolism	GPX3	Metabolism of other amino acids
Glutathione metabolism	GPX1	Metabolism of other amino acids
Glutathione metabolism	GPX5	Metabolism of other amino acids
Glutathione metabolism	GPX8	Metabolism of other amino acids
Glutathione metabolism	PRDX6	Metabolism of other amino acids
Glutathione metabolism	ODC1	Metabolism of other amino acids
Glutathione metabolism	SRM	Metabolism of other amino acids
Glutathione metabolism	SMS	Metabolism of other amino acids
Glutathione metabolism	RRM1	Metabolism of other amino acids
Glutathione metabolism	RRM2B	Metabolism of other amino acids
Glutathione metabolism	RRM2	Metabolism of other amino acids
N-Glycan biosynthesis	SRD5A3	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	DOLK	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	DPAGT1	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ALG5	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ALG13	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ALG14	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	DPM1	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	DPM2	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	DPM3	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ALG1	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ALG2	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ALG11	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ALG3	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ALG9	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ALG12	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ALG6	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ALG8	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ALG10	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ALG10B	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	STT3A	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	STT3B	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	RPN1	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	RPN2	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	DAD1	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	DDOST	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MAGT1	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	TUSC3	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	OSTC	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	TMEM258	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	DOLPP1	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MOGS	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	GANAB	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MAN1B1	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MAN1A2	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MAN1C1	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MAN1A1	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MGAT1	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MAN2A1	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MAN2A2	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MGAT2	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	FUT8	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	B4GALT1	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	B4GALT2	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	B4GALT3	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ST6GAL1	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	ST6GAL2	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MGAT3	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MGAT4A	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MGAT4B	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MGAT4D	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MGAT5	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MGAT5B	Glycan biosynthesis and metabolism
N-Glycan biosynthesis	MGAT4C	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	ALG13	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	ALG14	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	ALG1	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	ALG2	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	ALG11	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	ALG3	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	ALG9	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	ALG12	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	STT3A	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	STT3B	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	RPN1	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	RPN2	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	DAD1	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	DDOST	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	MAGT1	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	TUSC3	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	OSTC	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	TMEM258	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	MAN1B1	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	MAN1A2	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	MAN1C1	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	MAN1A1	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	MGAT1	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	MAN2A1	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	MAN2A2	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	MGAT2	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	HEXA	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	HEXB	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	FUT8	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	HEXD	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	MGAT4C	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	MGAT4A	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	MGAT4B	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	MGAT4D	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	B4GALT1	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	B4GALT2	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	B4GALT3	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	ST3GAL3	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	B4GALNT3	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	B4GALNT4	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	CHST8	Glycan biosynthesis and metabolism
Various types of N-glycan biosynthesis	CHST9	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNTL6	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT5	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT17	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT11	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT12	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT13	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT14	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT16	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT15	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT18	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNTL5	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT10	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT2	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT3	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT1	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT6	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT4	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT9	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT7	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GALNT8	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	POC1B-GALNT4	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	C1GALT1	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	C1GALT1C1	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	C1GALT1C1L	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GCNT1	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GCNT3	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	GCNT4	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	ST3GAL1	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	ST3GAL2	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	ST6GALNAC1	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	ST6GALNAC2	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	ST6GALNAC3	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	ST6GALNAC4	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	B3GNT3	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	B3GNT6	Glycan biosynthesis and metabolism
Mucin type O-glycan biosynthesis	B4GALT5	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	POMT1	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	POMT2	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	POMGNT1	Glycan biosynthesis and metabolism
