pathways	symbol	type
Mannose type O-glycan biosynthesis	B4GALT1	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	B4GALT2	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	B4GALT3	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	ST3GAL3	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	B3GAT1	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	B3GAT2	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	CHST10	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	FUT9	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	FUT4	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	MGAT5B	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	POMGNT2	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	B3GALNT2	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	POMK	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	CRPPA	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	FKTN	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	FKRP	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	RXYLT1	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	B4GAT1	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	LARGE1	Glycan biosynthesis and metabolism
Mannose type O-glycan biosynthesis	LARGE2	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	OGT	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	EOGT	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	POFUT1	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	POFUT2	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	MFNG	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	LFNG	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	RFNG	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	B4GALT1	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	B4GALT2	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	B4GALT3	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	ST6GAL1	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	ST6GAL2	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	ST3GAL3	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	B3GLCT	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	POGLUT1	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GXYLT1	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GXYLT2	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	XXYLT1	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	COLGALT1	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	COLGALT2	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	PLOD3	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	POMT1	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	POMT2	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNTL6	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT5	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT17	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT11	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT12	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT13	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT14	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT16	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT15	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT18	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNTL5	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT10	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT2	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT3	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT1	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT6	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT4	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT9	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT7	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	GALNT8	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	POC1B-GALNT4	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	C1GALT1	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	C1GALT1C1	Glycan biosynthesis and metabolism
Other types of O-glycan biosynthesis	C1GALT1C1L	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	XYLT1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	XYLT2	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	B4GALT7	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	B3GALT6	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	B3GAT3	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	CSGALNACT1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	CSGALNACT2	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	CHSY3	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	CHSY1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	CHPF	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	CHPF2	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	DSE	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	DSEL	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	CHST11	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	CHST12	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	CHST13	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	CHST3	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	CHST7	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	CHST15	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	UST	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	CHST14	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	XYLT1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	XYLT2	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	B4GALT7	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	B3GALT6	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	B3GAT3	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	EXTL2	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	EXTL3	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	EXTL1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	EXT1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	EXT2	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	NDST1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	NDST2	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	NDST3	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	NDST4	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	GLCE	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	HS2ST1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	HS6ST1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	HS6ST2	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	HS6ST3	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	HS3ST1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	HS3ST2	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	HS3ST3B1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	HS3ST3A1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	HS3ST5	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - keratan sulfate	FUT8	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - keratan sulfate	B4GALT1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - keratan sulfate	B4GALT2	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - keratan sulfate	B4GALT3	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - keratan sulfate	B3GNT2	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - keratan sulfate	CHST6	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - keratan sulfate	B4GALT4	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - keratan sulfate	B3GNT7	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - keratan sulfate	CHST1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - keratan sulfate	ST3GAL3	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - keratan sulfate	CHST2	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - keratan sulfate	CHST4	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - keratan sulfate	ST3GAL1	Glycan biosynthesis and metabolism
Glycosaminoglycan biosynthesis - keratan sulfate	ST3GAL2	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	HYAL2	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	HYAL1	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	SPAM1	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	HYAL4	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	HYAL3	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	GUSB	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	IDS	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	IDUA	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	ARSB	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	HPSE	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	HPSE2	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	SGSH	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	HGSNAT	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	NAGLU	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	GALNS	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	GLB1	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	GNS	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	HEXA	Glycan biosynthesis and metabolism
Glycosaminoglycan degradation	HEXB	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGA	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGC	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGH	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGP	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGQ	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGY	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	DPM2	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGL	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGW	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	GPLD1	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGM	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGX	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGV	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGN	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGB	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGO	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGF	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGG	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	GPAA1	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGK	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGS	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGT	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGU	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PGAP1	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	MPPE1	Glycan biosynthesis and metabolism
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	PIGZ	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	B3GNT5	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	B3GALT1	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	B3GALT2	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	B3GALT5	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	FUT1	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	FUT2	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	FUT3	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	ST3GAL3	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	ST3GAL4	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	B4GALNT2	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	ABO	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	B4GALT1	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	B4GALT2	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	B4GALT3	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	B4GALT4	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	FUT9	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	FUT4	Glycan biosynthesis and metabolism
Glycosphingolipid biosynthesis - lacto and neolacto series	FUT5	Glycan biosynthesis and metabolism
